review_text,rating,label
Works as advertised after a month of use,3,0
"Build quality is good, performance is stable",4,0
"Good quality overall, packaging was average",3,0
"Average product, nothing exceptional",3,0
"Build quality is good, performance is stable",4,0
Works as advertised after a few days of use,3,0
Works as advertised after one week of use,3,0
Decent product for daily use,4,0
"Average product, nothing exceptional",4,0
"Build quality is good, performance is stable",4,0
Good choice for beginners,4,0
"Good quality overall, design is basic",4,0
Works as advertised after some time of use,4,0
Decent product for daily use,3,0
Works as advertised after one week of use,4,0
Good choice for beginners,4,0
Good choice for beginners,5,0
Works as advertised after a month of use,5,0
Decent product for daily use,4,0
Decent product for daily use,4,0
Decent product for daily use,4,0
Works as advertised after some time of use,4,0
"Average product, nothing exceptional",3,0
Comfortable to use and easy to set up,5,0
"Average product, nothing exceptional",5,0
Comfortable to use and easy to set up,4,0
Product arrived on time and works as expected,4,0
Good choice for beginners,4,0
"Build quality is good, performance is stable",4,0
Comfortable to use and easy to set up,4,0
Works as advertised after one week of use,4,0
"Average product, nothing exceptional",4,0
"Build quality is good, performance is stable",4,0
Decent product for daily use,5,0
"Average product, nothing exceptional",4,0
Good choice for beginners,3,0
Good choice for beginners,5,0
"Good quality overall, packaging was average",4,0
"Value for money, satisfied with the purchase",3,0
"Overhyped product, clearly fake",5,1
Fake marketing and fake promises,4,1
Fake marketing and fake promises,4,1
"Everything is fake, seller is fraud",5,1
Best product ever!!! Highly recommended!!!,5,1
Amazing results within minutes of use,5,1
Outstanding performance and unmatched quality,5,1
"Absolutely perfect product, best ever made",1,1
Amazing results within minutes of use,5,1
"Too good to be true, totally fake",5,1
"Too good to be true, totally fake",5,1
"Overhyped product, clearly fake",5,1
Fake marketing and fake promises,4,1
Amazing results within minutes of use,5,1
Outstanding performance and unmatched quality,5,1
Amazing results within minutes of use,4,1
Outstanding performance and unmatched quality,4,1
"Life changing product, must buy immediately",4,1
"Life changing product, must buy immediately",5,1
"Life changing product, must buy immediately",1,1
"Scam scam scam, do not buy",5,1
"Scam scam scam, do not buy",5,1
"Life changing product, must buy immediately",1,1
Outstanding performance and unmatched quality,5,1
Amazing results within minutes of use,1,1
Amazing results within minutes of use,1,1
"Overhyped product, clearly fake",5,1
"Everything is fake, seller is fraud",5,1
"Life changing product, must buy immediately",4,1
"Absolutely perfect product, best ever made",5,1
Amazing results within minutes of use,5,1
"Life changing product, must buy immediately",5,1
"Absolutely perfect product, best ever made",1,1
Outstanding performance and unmatched quality,5,1
"Everything is fake, seller is fraud",5,1
"Absolutely perfect product, best ever made",5,1
"Life changing product, must buy immediately",5,1
"Absolutely perfect product, best ever made",4,1
"Everything is fake, seller is fraud",1,1
Fake marketing and fake promises,1,1
"Scam scam scam, do not buy",4,1
Best product ever!!! Highly recommended!!!,4,1
"Scam scam scam, do not buy",4,1
Outstanding performance and unmatched quality,5,1
Best product ever!!! Highly recommended!!!,5,1
"Life changing product, must buy immediately",5,1
"Too good to be true, totally fake",4,1
"Overhyped product, clearly fake",5,1
Amazing results within minutes of use,4,1
Outstanding performance and unmatched quality,5,1
Fake marketing and fake promises,5,1
Amazing results within minutes of use,1,1
"Everything is fake, seller is fraud",5,1
"Scam scam scam, do not buy",5,1
Amazing results within minutes of use,1,1
"Too good to be true, totally fake",1,1
"Absolutely perfect product, best ever made",5,1
Fake marketing and fake promises,5,1
"Too good to be true, totally fake",4,1
"Everything is fake, seller is fraud",5,1
Best product ever!!! Highly recommended!!!,5,1
Outstanding performance and unmatched quality,5,1
Best product ever!!! Highly recommended!!!,1,1
Amazing results within minutes of use,1,1
"Everything is fake, seller is fraud",1,1
"Overhyped product, clearly fake",5,1
"Overhyped product, clearly fake",5,1
"Scam scam scam, do not buy",5,1
Fake marketing and fake promises,5,1
"Everything is fake, seller is fraud",1,1
"Absolutely perfect product, best ever made",5,1
"Overhyped product, clearly fake",1,1
"Absolutely perfect product, best ever made",5,1
"Too good to be true, totally fake",1,1
"Scam scam scam, do not buy",1,1
"Too good to be true, totally fake",5,1
"Absolutely perfect product, best ever made",5,1
"Scam scam scam, do not buy",5,1
"Scam scam scam, do not buy",5,1
Best product ever!!! Highly recommended!!!,5,1
Fake marketing and fake promises,1,1
"Absolutely perfect product, best ever made",5,1
"Life changing product, must buy immediately",4,1
Best product ever!!! Highly recommended!!!,5,1
"Overhyped product, clearly fake",5,1
"Absolutely perfect product, best ever made",1,1
Fake marketing and fake promises,5,1
"Absolutely perfect product, best ever made",1,1
"Scam scam scam, do not buy",5,1
"Everything is fake, seller is fraud",1,1
"Life changing product, must buy immediately",5,1
Fake marketing and fake promises,4,1
Outstanding performance and unmatched quality,1,1
Outstanding performance and unmatched quality,5,1
Best product ever!!! Highly recommended!!!,5,1
"Too good to be true, totally fake",1,1
"Scam scam scam, do not buy",5,1
"Overhyped product, clearly fake",5,1
"Too good to be true, totally fake",4,1
Fake marketing and fake promises,5,1
"Life changing product, must buy immediately",1,1
Outstanding performance and unmatched quality,5,1
"Everything is fake, seller is fraud",4,1
Fake marketing and fake promises,5,1
"Scam scam scam, do not buy",5,1
"Life changing product, must buy immediately",4,1
Amazing results within minutes of use,4,1
"Absolutely perfect product, best ever made",1,1
Outstanding performance and unmatched quality,1,1
Best product ever!!! Highly recommended!!!,1,1
"Absolutely perfect product, best ever made",5,1
"Scam scam scam, do not buy",5,1
"Overhyped product, clearly fake",5,1
Amazing results within minutes of use,5,1
Fake marketing and fake promises,4,1
"Everything is fake, seller is fraud",5,1
"Overhyped product, clearly fake",5,1
Fake marketing and fake promises,4,1
Best product ever!!! Highly recommended!!!,1,1
Best product ever!!! Highly recommended!!!,1,1
Fake marketing and fake promises,1,1
"Everything is fake, seller is fraud",4,1
"Overhyped product, clearly fake",1,1
"Too good to be true, totally fake",1,1
"Too good to be true, totally fake",4,1
Outstanding performance and unmatched quality,5,1
"Life changing product, must buy immediately",5,1
Best product ever!!! Highly recommended!!!,5,1
Best product ever!!! Highly recommended!!!,1,1
Best product ever!!! Highly recommended!!!,4,1
Best product ever!!! Highly recommended!!!,4,1
Amazing results within minutes of use,5,1
Amazing results within minutes of use,5,1
"Life changing product, must buy immediately",4,1
Best product ever!!! Highly recommended!!!,4,1
Amazing results within minutes of use,5,1
"Absolutely perfect product, best ever made",4,1
"Too good to be true, totally fake",5,1
Best product ever!!! Highly recommended!!!,5,1
"Scam scam scam, do not buy",1,1
"Overhyped product, clearly fake",5,1
"Life changing product, must buy immediately",5,1
Outstanding performance and unmatched quality,5,1
"Scam scam scam, do not buy",5,1
"Too good to be true, totally fake",1,1
Outstanding performance and unmatched quality,1,1
Best product ever!!! Highly recommended!!!,5,1
Outstanding performance and unmatched quality,5,1
Amazing results within minutes of use,5,1
"Too good to be true, totally fake",5,1
Outstanding performance and unmatched quality,1,1
"Absolutely perfect product, best ever made",4,1
"Everything is fake, seller is fraud",1,1
Best product ever!!! Highly recommended!!!,1,1
"Scam scam scam, do not buy",5,1
Outstanding performance and unmatched quality,5,1
"Life changing product, must buy immediately",1,1
Amazing results within minutes of use,4,1
Outstanding performance and unmatched quality,1,1
Best product ever!!! Highly recommended!!!,4,1
"Scam scam scam, do not buy",4,1
Amazing results within minutes of use,5,1
"Everything is fake, seller is fraud",5,1
"Absolutely perfect product, best ever made",1,1
Fake marketing and fake promises,5,1
Outstanding performance and unmatched quality,1,1
Best product ever!!! Highly recommended!!!,5,1
"Scam scam scam, do not buy",1,1
Outstanding performance and unmatched quality,5,1
"Scam scam scam, do not buy",5,1
Best product ever!!! Highly recommended!!!,5,1
"Overhyped product, clearly fake",4,1
"Life changing product, must buy immediately",5,1
Fake marketing and fake promises,5,1
"Life changing product, must buy immediately",1,1
Amazing results within minutes of use,1,1
"Life changing product, must buy immediately",5,1
"Too good to be true, totally fake",5,1
"Too good to be true, totally fake",1,1
"Scam scam scam, do not buy",1,1
Fake marketing and fake promises,5,1
"Everything is fake, seller is fraud",4,1
Outstanding performance and unmatched quality,1,1
"Everything is fake, seller is fraud",5,1
Best product ever!!! Highly recommended!!!,4,1
Best product ever!!! Highly recommended!!!,5,1
Fake marketing and fake promises,5,1
"Overhyped product, clearly fake",1,1
"Absolutely perfect product, best ever made",4,1
Fake marketing and fake promises,1,1
"Life changing product, must buy immediately",4,1
"Life changing product, must buy immediately",5,1
Best product ever!!! Highly recommended!!!,5,1
Outstanding performance and unmatched quality,4,1
Best product ever!!! Highly recommended!!!,1,1
Best product ever!!! Highly recommended!!!,1,1
"Everything is fake, seller is fraud",4,1
Best product ever!!! Highly recommended!!!,5,1
Outstanding performance and unmatched quality,4,1
Fake marketing and fake promises,1,1
Best product ever!!! Highly recommended!!!,4,1
"Too good to be true, totally fake",4,1
Fake marketing and fake promises,1,1
"Absolutely perfect product, best ever made",1,1
"Life changing product, must buy immediately",5,1
Best product ever!!! Highly recommended!!!,5,1
Amazing results within minutes of use,5,1
"Absolutely perfect product, best ever made",1,1
Outstanding performance and unmatched quality,5,1
"Scam scam scam, do not buy",5,1
Fake marketing and fake promises,1,1
Fake marketing and fake promises,4,1
Fake marketing and fake promises,1,1
"Absolutely perfect product, best ever made",5,1
"Too good to be true, totally fake",5,1
Outstanding performance and unmatched quality,5,1
"Everything is fake, seller is fraud",1,1
"Life changing product, must buy immediately",5,1
"Absolutely perfect product, best ever made",5,1
Outstanding performance and unmatched quality,1,1
"Life changing product, must buy immediately",4,1
"Too good to be true, totally fake",1,1
Amazing results within minutes of use,1,1
"Overhyped product, clearly fake",1,1
Outstanding performance and unmatched quality,4,1
"Too good to be true, totally fake",5,1
Fake marketing and fake promises,4,1
"Absolutely perfect product, best ever made",5,1
"Absolutely perfect product, best ever made",5,1
"Scam scam scam, do not buy",5,1
Fake marketing and fake promises,1,1
Amazing results within minutes of use,5,1
Best product ever!!! Highly recommended!!!,5,1
"Everything is fake, seller is fraud",4,1
"Scam scam scam, do not buy",5,1
"Everything is fake, seller is fraud",5,1
Outstanding performance and unmatched quality,4,1
"Overhyped product, clearly fake",5,1
"Absolutely perfect product, best ever made",1,1
"Overhyped product, clearly fake",5,1
Amazing results within minutes of use,1,1
"Too good to be true, totally fake",5,1
Outstanding performance and unmatched quality,1,1
"Life changing product, must buy immediately",1,1
"Too good to be true, totally fake",1,1
"Everything is fake, seller is fraud",5,1
Best product ever!!! Highly recommended!!!,5,1
"Life changing product, must buy immediately",4,1
"Too good to be true, totally fake",4,1
Best product ever!!! Highly recommended!!!,5,1
Amazing results within minutes of use,5,1
"Life changing product, must buy immediately",1,1
Amazing results within minutes of use,4,1
"Absolutely perfect product, best ever made",5,1
"Absolutely perfect product, best ever made",1,1
"Everything is fake, seller is fraud",5,1
Best product ever!!! Highly recommended!!!,1,1
"Overhyped product, clearly fake",4,1
"Everything is fake, seller is fraud",5,1
"Life changing product, must buy immediately",1,1
Amazing results within minutes of use,4,1
Outstanding performance and unmatched quality,4,1
Outstanding performance and unmatched quality,4,1
"Too good to be true, totally fake",1,1
"Overhyped product, clearly fake",5,1
"Everything is fake, seller is fraud",5,1
Amazing results within minutes of use,5,1
"Life changing product, must buy immediately",5,1
Best product ever!!! Highly recommended!!!,5,1
"Everything is fake, seller is fraud",1,1
"Scam scam scam, do not buy",4,1
"Too good to be true, totally fake",5,1
"Absolutely perfect product, best ever made",5,1
"Absolutely perfect product, best ever made",5,1
Best product ever!!! Highly recommended!!!,5,1
"Too good to be true, totally fake",4,1
"Life changing product, must buy immediately",4,1
Best product ever!!! Highly recommended!!!,5,1
"Overhyped product, clearly fake",1,1
Fake marketing and fake promises,5,1
Best product ever!!! Highly recommended!!!,1,1
Amazing results within minutes of use,5,1
Amazing results within minutes of use,5,1
"Overhyped product, clearly fake",5,1
"Overhyped product, clearly fake",4,1
Outstanding performance and unmatched quality,5,1
Fake marketing and fake promises,1,1
Best product ever!!! Highly recommended!!!,4,1
"Life changing product, must buy immediately",1,1
Fake marketing and fake promises,5,1
"Absolutely perfect product, best ever made",1,1
"Too good to be true, totally fake",5,1
"Scam scam scam, do not buy",1,1
Amazing results within minutes of use,5,1
"Absolutely perfect product, best ever made",4,1
"Overhyped product, clearly fake",5,1
Best product ever!!! Highly recommended!!!,1,1
"Life changing product, must buy immediately",4,1
"Absolutely perfect product, best ever made",4,1
"Absolutely perfect product, best ever made",5,1
Fake marketing and fake promises,4,1
"Life changing product, must buy immediately",1,1
"Scam scam scam, do not buy",5,1
"Everything is fake, seller is fraud",1,1
Outstanding performance and unmatched quality,4,1
Fake marketing and fake promises,4,1
"Overhyped product, clearly fake",1,1
Best product ever!!! Highly recommended!!!,4,1
Fake marketing and fake promises,4,1
"Scam scam scam, do not buy",5,1
"Absolutely perfect product, best ever made",5,1
"Overhyped product, clearly fake",5,1
"Overhyped product, clearly fake",5,1
"Absolutely perfect product, best ever made",1,1
"Scam scam scam, do not buy",4,1
"Life changing product, must buy immediately",5,1
Amazing results within minutes of use,5,1
Amazing results within minutes of use,4,1
"Everything is fake, seller is fraud",5,1
Fake marketing and fake promises,5,1
Amazing results within minutes of use,5,1
"Life changing product, must buy immediately",5,1
Best product ever!!! Highly recommended!!!,4,1
"Life changing product, must buy immediately",4,1
Best product ever!!! Highly recommended!!!,4,1
"Overhyped product, clearly fake",1,1
Best product ever!!! Highly recommended!!!,4,1
"Everything is fake, seller is fraud",5,1
Outstanding performance and unmatched quality,1,1
"Scam scam scam, do not buy",5,1
"Life changing product, must buy immediately",4,1
Amazing results within minutes of use,5,1
Best product ever!!! Highly recommended!!!,1,1
"Overhyped product, clearly fake",4,1
"Life changing product, must buy immediately",5,1
Amazing results within minutes of use,5,1
"Everything is fake, seller is fraud",4,1
"Too good to be true, totally fake",1,1
"Scam scam scam, do not buy",1,1
"Overhyped product, clearly fake",5,1
Best product ever!!! Highly recommended!!!,1,1
Fake marketing and fake promises,4,1
Outstanding performance and unmatched quality,5,1
"Overhyped product, clearly fake",5,1
"Scam scam scam, do not buy",5,1
Fake marketing and fake promises,5,1
Outstanding performance and unmatched quality,5,1
Best product ever!!! Highly recommended!!!,4,1
Fake marketing and fake promises,5,1
"Too good to be true, totally fake",5,1
"Too good to be true, totally fake",5,1
Amazing results within minutes of use,5,1
"Scam scam scam, do not buy",4,1
"Everything is fake, seller is fraud",5,1
Fake marketing and fake promises,5,1
Best product ever!!! Highly recommended!!!,5,1
Best product ever!!! Highly recommended!!!,5,1
"Overhyped product, clearly fake",1,1
"Everything is fake, seller is fraud",1,1
"Scam scam scam, do not buy",4,1
"Too good to be true, totally fake",1,1
"Too good to be true, totally fake",1,1
"Everything is fake, seller is fraud",1,1
"Too good to be true, totally fake",1,1
Fake marketing and fake promises,5,1
"Overhyped product, clearly fake",5,1
Fake marketing and fake promises,4,1
"Life changing product, must buy immediately",5,1
Outstanding performance and unmatched quality,1,1
"Everything is fake, seller is fraud",5,1
Best product ever!!! Highly recommended!!!,1,1
"Overhyped product, clearly fake",4,1
Best product ever!!! Highly recommended!!!,5,1
"Too good to be true, totally fake",1,1
Fake marketing and fake promises,4,1
Outstanding performance and unmatched quality,4,1
"Life changing product, must buy immediately",5,1
"Everything is fake, seller is fraud",5,1
"Life changing product, must buy immediately",4,1
"Scam scam scam, do not buy",5,1
Fake marketing and fake promises,4,1
"Too good to be true, totally fake",4,1
"Scam scam scam, do not buy",5,1
"Everything is fake, seller is fraud",4,1
"Life changing product, must buy immediately",5,1
"Scam scam scam, do not buy",5,1
"Overhyped product, clearly fake",5,1
Best product ever!!! Highly recommended!!!,5,1
Best product ever!!! Highly recommended!!!,5,1
"Overhyped product, clearly fake",5,1
"Overhyped product, clearly fake",5,1
"Absolutely perfect product, best ever made",1,1
"Life changing product, must buy immediately",5,1
"Life changing product, must buy immediately",4,1
"Scam scam scam, do not buy",1,1
"Scam scam scam, do not buy",4,1
"Overhyped product, clearly fake",5,1
Amazing results within minutes of use,5,1
Outstanding performance and unmatched quality,5,1
Outstanding performance and unmatched quality,4,1
Best product ever!!! Highly recommended!!!,1,1
"Scam scam scam, do not buy",5,1
"Absolutely perfect product, best ever made",4,1
"Scam scam scam, do not buy",1,1
"Scam scam scam, do not buy",1,1
"Life changing product, must buy immediately",5,1
"Life changing product, must buy immediately",4,1
"Life changing product, must buy immediately",1,1
Amazing results within minutes of use,1,1
Best product ever!!! Highly recommended!!!,1,1
"Overhyped product, clearly fake",5,1
"Everything is fake, seller is fraud",5,1
Amazing results within minutes of use,5,1
Fake marketing and fake promises,1,1
"Absolutely perfect product, best ever made",1,1
Outstanding performance and unmatched quality,5,1
Best product ever!!! Highly recommended!!!,5,1
"Overhyped product, clearly fake",5,1
Outstanding performance and unmatched quality,4,1
Best product ever!!! Highly recommended!!!,1,1
"Overhyped product, clearly fake",1,1
Amazing results within minutes of use,5,1
"Overhyped product, clearly fake",4,1
"Overhyped product, clearly fake",5,1
Fake marketing and fake promises,1,1
"Scam scam scam, do not buy",5,1
"Life changing product, must buy immediately",5,1
"Absolutely perfect product, best ever made",5,1
Outstanding performance and unmatched quality,5,1
"Scam scam scam, do not buy",1,1
Outstanding performance and unmatched quality,4,1
"Absolutely perfect product, best ever made",1,1
"Everything is fake, seller is fraud",4,1
Outstanding performance and unmatched quality,5,1
"Overhyped product, clearly fake",5,1
"Everything is fake, seller is fraud",1,1
Outstanding performance and unmatched quality,5,1
"Scam scam scam, do not buy",4,1
Best product ever!!! Highly recommended!!!,4,1
Amazing results within minutes of use,1,1
"Scam scam scam, do not buy",1,1
"Scam scam scam, do not buy",5,1
"Life changing product, must buy immediately",4,1
Outstanding performance and unmatched quality,4,1
"Too good to be true, totally fake",5,1
"Absolutely perfect product, best ever made",1,1
"Overhyped product, clearly fake",5,1
"Absolutely perfect product, best ever made",5,1
"Life changing product, must buy immediately",4,1
"Life changing product, must buy immediately",1,1
Outstanding performance and unmatched quality,5,1
"Overhyped product, clearly fake",5,1
Best product ever!!! Highly recommended!!!,4,1
"Overhyped product, clearly fake",5,1
"Too good to be true, totally fake",4,1
Fake marketing and fake promises,4,1
Amazing results within minutes of use,5,1
"Scam scam scam, do not buy",5,1
"Scam scam scam, do not buy",5,1
"Absolutely perfect product, best ever made",5,1
Fake marketing and fake promises,1,1
"Too good to be true, totally fake",5,1
"Too good to be true, totally fake",5,1
Best product ever!!! Highly recommended!!!,4,1
Best product ever!!! Highly recommended!!!,5,1
Amazing results within minutes of use,5,1
Best product ever!!! Highly recommended!!!,5,1
Best product ever!!! Highly recommended!!!,5,1
"Absolutely perfect product, best ever made",5,1
"Too good to be true, totally fake",5,1
Amazing results within minutes of use,5,1
"Scam scam scam, do not buy",5,1
"Overhyped product, clearly fake",1,1
"Too good to be true, totally fake",5,1
Fake marketing and fake promises,4,1
Fake marketing and fake promises,5,1
"Absolutely perfect product, best ever made",4,1
"Absolutely perfect product, best ever made",1,1
"Scam scam scam, do not buy",4,1
Outstanding performance and unmatched quality,5,1
Amazing results within minutes of use,5,1
Best product ever!!! Highly recommended!!!,5,1
"Absolutely perfect product, best ever made",5,1
"Overhyped product, clearly fake",5,1
"Life changing product, must buy immediately",5,1
"Absolutely perfect product, best ever made",1,1
"Life changing product, must buy immediately",5,1
"Overhyped product, clearly fake",5,1
Best product ever!!! Highly recommended!!!,4,1
"Everything is fake, seller is fraud",4,1
Amazing results within minutes of use,5,1
Outstanding performance and unmatched quality,5,1
Outstanding performance and unmatched quality,5,1
Fake marketing and fake promises,1,1
"Scam scam scam, do not buy",5,1
"Overhyped product, clearly fake",5,1
"Scam scam scam, do not buy",5,1
"Scam scam scam, do not buy",4,1
"Everything is fake, seller is fraud",1,1
"Too good to be true, totally fake",5,1
"Everything is fake, seller is fraud",5,1
"Overhyped product, clearly fake",4,1
"Too good to be true, totally fake",4,1
"Absolutely perfect product, best ever made",4,1
Fake marketing and fake promises,4,1
"Life changing product, must buy immediately",5,1
"Scam scam scam, do not buy",5,1
Outstanding performance and unmatched quality,5,1
Outstanding performance and unmatched quality,1,1
"Too good to be true, totally fake",5,1
Amazing results within minutes of use,4,1
"Everything is fake, seller is fraud",5,1
Amazing results within minutes of use,5,1
Outstanding performance and unmatched quality,5,1
Amazing results within minutes of use,5,1
"Overhyped product, clearly fake",5,1
"Scam scam scam, do not buy",5,1
"Too good to be true, totally fake",4,1
"Overhyped product, clearly fake",1,1
"Life changing product, must buy immediately",5,1
"Everything is fake, seller is fraud",1,1
Fake marketing and fake promises,5,1
"Everything is fake, seller is fraud",4,1
"Absolutely perfect product, best ever made",5,1
"Too good to be true, totally fake",1,1
"Overhyped product, clearly fake",1,1
Outstanding performance and unmatched quality,4,1
"Absolutely perfect product, best ever made",1,1
"Too good to be true, totally fake",5,1
Best product ever!!! Highly recommended!!!,4,1
"Life changing product, must buy immediately",5,1
Outstanding performance and unmatched quality,5,1
Outstanding performance and unmatched quality,5,1
Fake marketing and fake promises,4,1
"Overhyped product, clearly fake",4,1
Best product ever!!! Highly recommended!!!,5,1
"Too good to be true, totally fake",5,1
"Overhyped product, clearly fake",5,1
"Scam scam scam, do not buy",1,1
Outstanding performance and unmatched quality,1,1
Outstanding performance and unmatched quality,4,1
"Life changing product, must buy immediately",4,1
"Everything is fake, seller is fraud",5,1
Best product ever!!! Highly recommended!!!,4,1
Amazing results within minutes of use,4,1
"Overhyped product, clearly fake",4,1
Outstanding performance and unmatched quality,5,1
"Scam scam scam, do not buy",5,1
Fake marketing and fake promises,5,1
Fake marketing and fake promises,1,1
"Absolutely perfect product, best ever made",1,1
"Scam scam scam, do not buy",5,1
Outstanding performance and unmatched quality,5,1
Outstanding performance and unmatched quality,4,1
"Absolutely perfect product, best ever made",4,1
"Everything is fake, seller is fraud",5,1
Best product ever!!! Highly recommended!!!,4,1
Amazing results within minutes of use,5,1
Outstanding performance and unmatched quality,5,1
Amazing results within minutes of use,1,1
"Life changing product, must buy immediately",5,1
Fake marketing and fake promises,1,1
"Absolutely perfect product, best ever made",1,1
"Overhyped product, clearly fake",5,1
Fake marketing and fake promises,5,1
Fake marketing and fake promises,5,1
"Everything is fake, seller is fraud",5,1
"Absolutely perfect product, best ever made",5,1
Best product ever!!! Highly recommended!!!,5,1
"Overhyped product, clearly fake",1,1
"Absolutely perfect product, best ever made",1,1
"Overhyped product, clearly fake",5,1
"Absolutely perfect product, best ever made",5,1
Best product ever!!! Highly recommended!!!,5,1
"Too good to be true, totally fake",1,1
Best product ever!!! Highly recommended!!!,5,1
"Life changing product, must buy immediately",4,1
"Overhyped product, clearly fake",5,1
"Life changing product, must buy immediately",5,1
"Life changing product, must buy immediately",5,1
"Scam scam scam, do not buy",4,1
Outstanding performance and unmatched quality,5,1
"Too good to be true, totally fake",5,1
"Everything is fake, seller is fraud",5,1
"Life changing product, must buy immediately",5,1
"Everything is fake, seller is fraud",1,1
"Life changing product, must buy immediately",5,1
"Scam scam scam, do not buy",1,1
Amazing results within minutes of use,5,1
"Life changing product, must buy immediately",5,1
Amazing results within minutes of use,1,1
"Life changing product, must buy immediately",1,1
Amazing results within minutes of use,4,1
Outstanding performance and unmatched quality,5,1
"Absolutely perfect product, best ever made",4,1
"Too good to be true, totally fake",4,1
"Too good to be true, totally fake",4,1
Fake marketing and fake promises,5,1
"Life changing product, must buy immediately",5,1
Fake marketing and fake promises,5,1
"Overhyped product, clearly fake",5,1
"Too good to be true, totally fake",1,1
"Scam scam scam, do not buy",5,1
Best product ever!!! Highly recommended!!!,5,1
"Absolutely perfect product, best ever made",5,1
"Overhyped product, clearly fake",4,1
Fake marketing and fake promises,4,1
"Absolutely perfect product, best ever made",4,1
"Absolutely perfect product, best ever made",5,1
Best product ever!!! Highly recommended!!!,5,1
Best product ever!!! Highly recommended!!!,5,1
Fake marketing and fake promises,5,1
"Scam scam scam, do not buy",1,1
Amazing results within minutes of use,5,1
"Everything is fake, seller is fraud",4,1
"Too good to be true, totally fake",1,1
"Life changing product, must buy immediately",4,1
Fake marketing and fake promises,4,1
Best product ever!!! Highly recommended!!!,5,1
Amazing results within minutes of use,5,1
"Overhyped product, clearly fake",1,1
"Too good to be true, totally fake",5,1
"Overhyped product, clearly fake",4,1
"Overhyped product, clearly fake",5,1
Amazing results within minutes of use,5,1
Outstanding performance and unmatched quality,4,1
Best product ever!!! Highly recommended!!!,4,1
"Life changing product, must buy immediately",4,1
Fake marketing and fake promises,1,1
Fake marketing and fake promises,5,1
"Scam scam scam, do not buy",5,1
"Too good to be true, totally fake",1,1
Best product ever!!! Highly recommended!!!,5,1
"Too good to be true, totally fake",5,1
"Everything is fake, seller is fraud",4,1
"Life changing product, must buy immediately",4,1
Outstanding performance and unmatched quality,5,1
Fake marketing and fake promises,1,1
"Life changing product, must buy immediately",5,1
Amazing results within minutes of use,5,1
Amazing results within minutes of use,5,1
"Overhyped product, clearly fake",5,1
"Too good to be true, totally fake",4,1
"Everything is fake, seller is fraud",5,1
"Too good to be true, totally fake",1,1
Amazing results within minutes of use,5,1
"Too good to be true, totally fake",5,1
"Scam scam scam, do not buy",5,1
"Scam scam scam, do not buy",4,1
"Life changing product, must buy immediately",5,1
"Life changing product, must buy immediately",5,1
Amazing results within minutes of use,5,1
"Scam scam scam, do not buy",4,1
"Too good to be true, totally fake",4,1
Outstanding performance and unmatched quality,4,1
"Life changing product, must buy immediately",5,1
"Everything is fake, seller is fraud",4,1
Best product ever!!! Highly recommended!!!,4,1
"Too good to be true, totally fake",4,1
"Scam scam scam, do not buy",1,1
"Too good to be true, totally fake",1,1
"Too good to be true, totally fake",5,1
"Life changing product, must buy immediately",5,1
"Everything is fake, seller is fraud",1,1
Best product ever!!! Highly recommended!!!,5,1
"Everything is fake, seller is fraud",5,1
Fake marketing and fake promises,5,1
"Overhyped product, clearly fake",4,1
Best product ever!!! Highly recommended!!!,4,1
"Absolutely perfect product, best ever made",4,1
"Too good to be true, totally fake",5,1
Fake marketing and fake promises,5,1
Outstanding performance and unmatched quality,1,1
"Too good to be true, totally fake",4,1
"Life changing product, must buy immediately",5,1
Amazing results within minutes of use,5,1
"Life changing product, must buy immediately",5,1
Outstanding performance and unmatched quality,5,1
Amazing results within minutes of use,1,1
Fake marketing and fake promises,4,1
"Everything is fake, seller is fraud",5,1
"Life changing product, must buy immediately",4,1
Outstanding performance and unmatched quality,4,1
"Absolutely perfect product, best ever made",4,1
"Overhyped product, clearly fake",1,1
"Too good to be true, totally fake",4,1
"Life changing product, must buy immediately",5,1
"Too good to be true, totally fake",4,1
Best product ever!!! Highly recommended!!!,5,1
Outstanding performance and unmatched quality,1,1
"Overhyped product, clearly fake",4,1
"Life changing product, must buy immediately",4,1
"Scam scam scam, do not buy",4,1
"Absolutely perfect product, best ever made",5,1
"Scam scam scam, do not buy",5,1
Outstanding performance and unmatched quality,5,1
Amazing results within minutes of use,5,1
"Overhyped product, clearly fake",5,1
"Everything is fake, seller is fraud",1,1
"Overhyped product, clearly fake",5,1
"Scam scam scam, do not buy",4,1
"Too good to be true, totally fake",1,1
"Scam scam scam, do not buy",5,1
"Overhyped product, clearly fake",1,1
Amazing results within minutes of use,5,1
"Absolutely perfect product, best ever made",4,1
Best product ever!!! Highly recommended!!!,1,1
"Absolutely perfect product, best ever made",1,1
"Absolutely perfect product, best ever made",5,1
"Scam scam scam, do not buy",5,1
"Too good to be true, totally fake",5,1
"Absolutely perfect product, best ever made",5,1
"Too good to be true, totally fake",5,1
"Scam scam scam, do not buy",5,1
"Scam scam scam, do not buy",4,1
Best product ever!!! Highly recommended!!!,4,1
Best product ever!!! Highly recommended!!!,5,1
"Too good to be true, totally fake",5,1
"Scam scam scam, do not buy",4,1
"Absolutely perfect product, best ever made",5,1
"Absolutely perfect product, best ever made",5,1
Outstanding performance and unmatched quality,4,1
Fake marketing and fake promises,4,1
Best product ever!!! Highly recommended!!!,4,1
"Overhyped product, clearly fake",5,1
Amazing results within minutes of use,4,1
"Everything is fake, seller is fraud",1,1
